"","Channel 1 Last (C)","Channel 2 Last (C)","Channel 3 Last (C)","Channel 4 Last (C)","Channel 5 Last (C)","Channel 6 Last (C)"
"00:01:55","15.406","16.425","15.131","16.399","17.621","17.376"
"00:01:56","15.659","16.652","15.351","16.596","17.755","17.517"
"00:01:57","15.985","16.995","15.693","16.863","17.948","17.733"
"00:01:58","16.362","17.324","16.035","17.120","18.201","17.952"
"00:01:59","16.674","17.653","16.349","17.363","18.357","18.144"
"00:02:00","16.949","17.941","16.633","17.707","18.565","18.324"
"00:02:01","17.261","18.231","16.923","17.958","18.751","18.519"
"00:02:02","17.562","18.517","17.217","18.175","18.919","18.711"
"00:02:03","17.760","18.700","17.399","18.324","19.016","18.830"
"00:02:04","18.001","18.962","17.646","18.518","19.216","19.005"
"00:02:05","18.254","19.216","17.901","18.752","19.395","19.187"
"00:02:06","18.509","19.453","18.148","18.960","19.562","19.363"
"00:02:07","18.760","19.689","18.392","19.135","19.729","19.533"
"00:02:08","18.999","19.917","18.618","19.300","19.871","19.711"
"00:02:09","19.221","20.126","18.856","19.525","20.023","19.878"
"00:02:10","19.325","20.262","18.972","19.633","20.119","19.979"
"00:02:11","19.542","20.461","19.174","19.802","20.294","20.124"
"00:02:12","19.741","20.645","19.381","19.986","20.432","20.285"
"00:02:13","19.957","20.838","19.580","20.147","20.594","20.445"
"00:02:14","20.149","21.024","19.778","20.299","20.712","20.579"
"00:02:15","20.318","21.208","19.964","20.465","20.855","20.732"
"00:02:16","20.517","21.374","20.142","20.605","20.999","20.877"
"00:02:17","20.620","21.485","20.252","20.694","21.080","20.962"
"00:02:18","20.791","21.652","20.425","20.835","21.194","21.096"
"00:02:19","20.933","21.794","20.591","21.021","21.349","21.212"
"00:02:20","21.102","21.958","20.740","21.181","21.468","21.349"
"00:02:21","21.257","22.110","20.904","21.305","21.614","21.485"
"00:02:22","21.408","22.260","21.055","21.457","21.733","21.612"
"00:02:23","21.555","22.401","21.202","21.570","21.853","21.732"
"00:02:24","21.662","22.486","21.298","21.680","21.923","21.813"
"00:02:25","21.798","22.637","21.439","21.855","22.039","21.927"
"00:02:26","21.942","22.766","21.577","21.931","22.137","22.037"
"00:02:27","22.080","22.889","21.719","22.045","22.262","22.159"
"00:02:28","22.207","23.020","21.846","22.159","22.358","22.266"
"00:02:29","22.332","23.132","21.981","22.288","22.481","22.382"
"00:02:30","22.465","23.259","22.108","22.406","22.586","22.479"
"00:02:31","22.542","23.340","22.185","22.520","22.674","22.553"
"00:02:32","22.684","23.456","22.321","22.612","22.759","22.656"
"00:02:33","22.785","23.561","22.443","22.733","22.884","22.756"
"00:02:34","22.906","23.681","22.551","22.840","22.956","22.857"
"00:02:35","23.021","23.793","22.664","22.936","23.057","22.958"
"00:02:36","23.146","23.907","22.789","22.980","23.153","23.063"
"00:02:37","23.238","24.011","22.899","23.094","23.216","23.172"
"00:02:38","23.308","24.080","22.969","23.172","23.278","23.223"
"00:02:39","23.405","24.180","23.076","23.264","23.393","23.319"
"00:02:40","23.518","24.279","23.179","23.381","23.503","23.407"
"00:02:41","23.602","24.364","23.271","23.475","23.577","23.494"
"00:02:42","23.709","24.460","23.385","23.577","23.650","23.580"
"00:02:43","23.803","24.550","23.464","23.580","23.731","23.658"
"00:02:44","23.904","24.640","23.573","23.694","23.805","23.753"
"00:02:45","23.952","24.695","23.625","23.735","23.853","23.812"
"00:02:46","24.057","24.791","23.728","23.823","23.934","23.897"
"00:02:47","24.136","24.865","23.812","23.934","24.033","23.971"
"00:02:48","24.228","24.964","23.905","24.061","24.116","24.054"
"00:02:49","24.331","25.052","23.985","24.133","24.199","24.140"
"00:02:50","24.412","25.139","24.092","24.190","24.273","24.223"
"00:02:51","24.508","25.237","24.184","24.258","24.343","24.309"
"00:02:52","24.578","25.288","24.243","24.354","24.390","24.346"
"00:02:53","24.637","25.362","24.315","24.387","24.455","24.416"
"00:02:54","24.729","25.439","24.409","24.501","24.556","24.494"
"00:02:55","24.803","25.509","24.468","24.573","24.611","24.558"
"00:02:56","24.876","25.579","24.552","24.626","24.663","24.644"
"00:02:57","24.966","25.656","24.632","24.696","24.733","24.709"
"00:02:58","25.038","25.726","24.715","24.799","24.814","24.792"
"00:02:59","25.097","25.789","24.770","24.795","24.847","24.818"
"00:03:00","25.153","25.846","24.825","24.888","24.906","24.891"
"00:03:01","25.215","25.907","24.899","24.983","24.987","24.950"
"00:03:02","25.287","25.970","24.969","25.116","25.064","25.026"
"00:03:03","25.374","26.039","25.039","25.182","25.109","25.087"
