,Channel 1 Last (C),Channel 2 Last (C),Channel 3 Last (C),Channel 4 Last (C),Channel 5 Last (C),Channel 6 Last (C)
0:00:40,-1.235,-1.235,-2.786,0.61,13.355,12.406
0:00:41,0.175,0.175,-1.727,1.583,13.45,12.291
0:00:42,1.096,1.096,-1.005,2.149,13.465,12.307
0:00:43,1.797,1.797,-0.404,2.619,13.855,12.313
0:00:44,2.326,2.326,-0.017,3.264,13.805,12.285
0:00:45,2.743,2.743,0.322,3.632,13.792,12.321
0:00:46,2.968,2.968,0.495,3.877,13.986,12.343
0:00:47,3.239,3.239,0.763,4.26,13.956,12.423
0:00:48,3.468,3.468,0.979,4.417,13.952,12.488
0:00:49,3.646,3.646,1.15,4.806,14.001,12.518
0:00:50,3.794,3.794,1.317,4.98,14.046,12.596
0:00:51,3.935,3.935,1.475,5.219,14.096,12.661
0:00:52,4.057,4.057,1.588,5.63,14.161,12.712
0:00:53,4.129,4.129,1.663,5.81,14.269,12.756
0:00:54,4.234,4.234,1.785,6.165,14.262,12.842
0:00:55,4.332,4.332,1.903,6.441,14.34,12.928
0:00:56,4.414,4.414,1.995,6.785,14.455,13.009
0:00:57,4.489,4.489,2.087,7.016,14.522,13.088
0:00:58,4.57,4.57,2.192,7.248,14.591,13.205
0:00:59,4.666,4.666,2.294,7.459,14.604,13.314
0:01:00,4.7,4.7,2.347,7.571,14.649,13.37
0:01:01,4.771,4.771,2.429,7.647,14.756,13.482
0:01:02,4.847,4.847,2.546,7.778,14.786,13.605
0:01:03,4.911,4.911,2.632,8.063,14.887,13.685
0:01:04,4.986,4.986,2.745,8.39,14.995,13.783
0:01:05,5.061,5.061,2.903,8.533,15.039,13.867
0:01:06,5.151,5.151,3.165,8.645,15.103,13.984
0:01:07,5.207,5.207,3.477,8.747,15.117,14.047
0:01:08,5.294,5.294,3.839,8.965,15.201,14.161
0:01:09,5.388,5.388,4.206,9.224,15.281,14.252
0:01:10,5.484,5.484,4.59,9.455,15.428,14.38
0:01:11,5.602,5.602,4.979,9.663,15.49,14.49
0:01:12,5.771,5.771,5.371,9.993,15.575,14.605
0:01:13,5.989,5.989,5.79,10.384,15.65,14.739
0:01:14,6.147,6.147,6.068,10.462,15.94,14.81
0:01:15,6.466,6.466,6.552,10.76,15.824,14.968
0:01:16,6.912,6.912,7.111,11.079,15.865,15.141
0:01:17,7.658,7.658,7.793,11.312,15.931,15.295
0:01:18,8.808,8.808,8.572,11.953,16.104,15.442
0:01:19,9.92,9.92,9.424,12.471,16.327,15.645
0:01:20,10.879,10.879,10.184,13.008,16.464,15.829
0:01:21,11.459,11.459,10.671,13.417,16.695,15.959
0:01:22,12.215,12.215,11.323,14.012,16.894,16.173
0:01:23,12.938,12.938,11.972,14.391,17.07,16.416
0:01:24,13.555,13.555,12.515,14.675,17.271,16.611
0:01:25,14.131,14.131,13.039,15.153,17.479,16.829
0:01:26,14.666,14.666,13.548,15.538,17.728,17.072
0:01:27,15.164,15.164,14.038,15.948,17.951,17.305
0:01:28,15.495,15.495,14.328,16.183,18.055,17.453
0:01:29,15.943,15.943,14.759,16.508,18.265,17.675
0:01:30,16.357,16.357,15.15,16.703,18.513,17.888
0:01:31,16.753,16.753,15.548,17.047,18.691,18.11
0:01:32,17.135,17.135,15.919,17.361,18.837,18.331
0:01:33,17.473,17.473,16.241,17.616,19.123,18.519
0:01:34,17.811,17.811,16.585,17.93,19.253,18.729
0:01:35,18.034,18.034,16.804,18.104,19.386,18.866
0:01:36,18.35,18.35,17.109,18.346,19.528,19.069
0:01:37,18.647,18.647,17.414,18.621,19.677,19.257
0:01:38,18.932,18.932,17.681,18.816,19.859,19.437
0:01:39,19.209,19.209,17.967,19.049,20.044,19.629
0:01:40,19.467,19.467,18.23,19.29,20.193,19.798
0:01:41,19.714,19.714,18.496,19.532,20.365,19.971
0:01:42,19.878,19.878,18.655,19.677,20.471,20.089
0:01:43,20.118,20.118,18.914,19.865,20.656,20.271
0:01:44,20.347,20.347,19.15,20.034,20.81,20.442
0:01:45,20.573,20.573,19.378,20.233,20.967,20.6
0:01:46,20.788,20.788,19.592,20.417,21.12,20.748
0:01:47,20.983,20.983,19.799,20.649,21.27,20.901
0:01:48,21.178,21.178,19.997,20.858,21.429,21.039
0:01:49,21.289,21.289,20.141,20.95,21.554,21.164
0:01:50,21.484,21.484,20.331,21.028,21.677,21.297
0:01:51,21.657,21.657,20.513,21.253,21.804,21.444
0:01:52,21.838,21.838,20.71,21.359,21.946,21.595
0:01:53,22.014,22.014,20.881,21.51,22.055,21.731
0:01:54,22.191,22.191,21.063,21.68,22.187,21.875
0:01:55,22.353,22.353,21.223,21.856,22.313,22.003
0:01:56,22.46,22.46,21.345,21.945,22.39,22.081
0:01:57,22.611,22.611,21.494,22.074,22.5,22.213
0:01:58,22.78,22.78,21.651,22.269,22.644,22.335
0:01:59,22.904,22.904,21.794,22.363,22.729,22.446
0:02:00,23.042,23.042,21.945,22.486,22.839,22.556
0:02:01,23.174,23.174,22.08,22.608,22.952,22.679
0:02:02,23.303,23.303,22.221,22.788,23.086,22.81
0:02:03,23.406,23.406,22.321,22.836,23.174,22.895
0:02:04,23.531,23.531,22.457,22.93,23.276,22.998
0:02:05,23.653,23.653,22.59,23.05,23.366,23.105
0:02:06,23.778,23.778,22.726,23.162,23.489,23.217
0:02:07,23.892,23.892,22.844,23.189,23.583,23.322
0:02:08,23.999,23.999,22.96,23.267,23.661,23.418
0:02:09,24.113,24.113,23.072,23.403,23.742,23.521
0:02:10,24.172,24.172,23.142,23.536,23.804,23.591
0:02:11,24.27,24.27,23.241,23.609,23.904,23.679
0:02:12,24.379,24.379,23.363,23.764,24.022,23.79
0:02:13,24.482,24.482,23.475,23.858,24.134,23.865
0:02:14,24.588,24.588,23.58,23.989,24.202,23.967
0:02:15,24.707,24.707,23.689,24.026,24.276,24.039
0:02:16,24.81,24.81,23.809,24.136,24.361,24.14
0:02:17,24.876,24.876,23.875,24.199,24.412,24.195
0:02:18,24.97,24.97,23.973,24.339,24.508,24.284
0:02:19,25.067,25.067,24.07,24.405,24.582,24.368
0:02:20,25.158,25.158,24.181,24.503,24.654,24.453
0:02:21,25.259,25.259,24.262,24.578,24.747,24.534
0:02:22,25.349,25.349,24.374,24.661,24.828,24.63
0:02:23,25.428,25.428,24.468,24.729,24.891,24.7
0:02:24,25.48,25.48,24.509,24.774,24.954,24.755
0:02:25,25.561,25.561,24.59,24.912,25.026,24.831
0:02:26,25.624,25.624,24.667,25.057,25.12,24.914
0:02:27,25.703,25.703,24.766,25.125,25.179,24.995
0:02:28,25.778,25.778,24.855,25.241,25.241,25.076
0:02:29,25.861,25.861,24.923,25.298,25.304,25.136
0:02:30,25.933,25.933,25.006,25.374,25.388,25.208
0:02:31,25.977,25.977,25.05,25.418,25.414,25.26
0:02:32,29.219,26.051,25.131,25.503,25.497,25.334
0:02:33,29.304,26.136,25.22,25.602,25.606,25.411
0:02:34,29.261,26.193,25.288,25.635,25.663,25.479
0:02:35,29.285,26.268,25.367,25.705,25.713,25.54
0:02:36,29.302,26.34,25.432,25.763,25.772,25.608
0:02:37,29.308,26.419,25.511,25.853,25.857,25.669
0:02:38,29.37,26.449,25.555,25.882,25.864,25.721
0:02:39,29.446,26.523,25.634,25.914,25.929,25.789
0:02:40,29.466,26.582,25.684,25.964,25.975,25.842
0:02:41,29.571,26.644,25.756,26.056,26.045,25.912
0:02:42,29.647,26.7,25.813,26.1,26.093,25.975
0:02:43,29.616,26.757,25.885,26.177,26.174,26.036
0:02:44,29.603,26.818,25.938,26.218,26.21,26.078
0:02:45,29.559,26.847,25.979,26.255,26.244,26.119
0:02:46,29.594,26.899,26.034,26.325,26.294,26.174
0:02:47,29.607,26.969,26.108,26.376,26.351,26.237
0:02:48,29.671,27.028,26.165,26.421,26.397,26.292
0:02:49,29.736,27.087,26.226,26.472,26.443,26.358
0:02:50,29.751,27.138,26.27,26.504,26.489,26.388
0:02:51,29.813,27.179,26.325,26.601,26.546,26.458
0:02:52,29.883,27.227,26.37,26.616,26.572,26.487
0:02:53,29.878,27.275,26.419,26.675,26.642,26.548
0:02:54,29.902,27.33,26.484,26.719,26.69,26.591
0:02:55,29.954,27.384,26.539,26.762,26.736,26.651
0:02:56,30.009,27.441,26.598,26.775,26.771,26.694
0:02:57,30.016,27.509,26.661,26.856,26.865,26.753
0:02:58,30.071,27.548,26.709,26.889,26.878,26.793
0:02:59,30.093,27.57,26.746,26.952,26.922,26.83
0:03:00,30.16,27.623,26.794,26.979,26.946,26.88
0:03:01,30.159,27.666,26.845,27.04,27.022,26.933
0:03:02,30.263,27.717,26.891,27.075,27.046,26.978
0:03:03,30.315,27.765,26.926,27.103,27.099,27.026
0:03:04,30.323,27.793,26.98,27.149,27.138,27.068
0:03:05,30.359,27.828,27.018,27.191,27.158,27.114
0:03:06,30.41,27.872,27.059,27.225,27.199,27.144
0:03:07,30.534,27.889,27.089,27.247,27.284,27.186
0:03:08,30.567,27.935,27.144,27.306,27.346,27.228
0:03:09,30.487,27.975,27.181,27.343,27.363,27.269
0:03:10,30.527,28.031,27.247,27.391,27.391,27.321
0:03:11,30.566,28.064,27.271,27.418,27.394,27.35
0:03:12,30.947,28.101,27.284,27.461,27.527,27.38
0:03:13,30.954,28.13,27.317,27.464,27.575,27.42
0:03:14,30.847,28.162,27.363,27.507,27.582,27.461
0:03:15,30.758,28.186,27.387,27.505,27.586,27.494
