,Channel 1 Last (C),Channel 3 Last (C),Channel 4 Last (C),Channel 5 Last (C),Channel 6 Last (C)
0:01:34,-80.591,-33.133,0.057,21.151,27.446
0:01:35,-80.762,-32.959,0.394,21.079,27.433
0:01:36,-80.828,-33.091,0.168,20.969,27.419
0:01:37,-80.938,-33.299,-0.119,20.94,27.39
0:01:38,-80.927,-33.521,-0.298,20.796,27.364
0:01:39,-80.94,-33.582,-0.189,20.766,27.381
0:01:40,-81.041,-33.694,-0.412,20.696,27.33
0:01:41,-81.208,-33.705,-0.873,20.565,27.302
0:01:42,-81.159,-33.796,-0.794,20.496,27.306
0:01:43,-81.19,-33.98,-0.934,20.449,27.285
0:01:44,-81.262,-33.593,-0.526,20.376,27.26
0:01:45,-81.326,-33.693,-0.822,20.267,27.257
0:01:46,-81.413,-34.006,-0.856,20.234,27.177
0:01:47,-81.455,-33.854,-0.852,20.134,27.213
0:01:48,-81.466,-34.28,-1.454,20.012,27.175
0:01:49,-81.543,-34.477,-1.389,20.005,27.187
0:01:50,-81.648,-34.664,-1.5,19.906,27.149
0:01:51,-81.592,-34.78,-1.546,19.866,27.123
0:01:52,-81.674,-34.767,-1.61,19.807,27.12
0:01:53,-81.783,-34.667,-1.518,19.734,27.128
0:01:54,-81.861,-34.994,-2.106,19.029,26.82
0:01:55,-81.851,-35.09,-2.155,22.321,27.383
0:01:56,-81.953,-34.751,-1.487,20.85,27.799
0:01:57,-81.927,-34.89,-1.841,20.494,27.673
0:01:58,-81.907,-34.633,-1.597,20.48,27.655
0:01:59,-81.947,-35.24,-2.142,20.347,27.52
0:02:00,-81.928,-35.55,-2.31,20.28,27.466
0:02:01,-81.927,-35.758,-2.435,20.2,27.433
0:02:02,-82.004,-35.791,-2.449,20.017,27.353
0:02:03,-81.901,-35.949,-2.098,19.955,27.284
0:02:04,-75.525,-35.828,-1.949,19.94,27.292
0:02:05,-74.273,-35.616,-2.379,19.654,27.251
0:02:06,-74.238,-35.223,-2.099,19.534,27.228
0:02:07,-74.17,-35.407,-2.232,19.348,27.199
0:02:08,-74.106,-35.615,-2.53,19.04,27.145
0:02:09,-74.047,-35.654,-2.514,18.905,27.154
0:02:10,-73.988,-35.83,-2.654,18.79,27.147
0:02:11,-73.993,-36.136,-3.081,18.516,27.12
0:02:12,-74.021,-36.354,-3.378,18.328,27.105
0:02:13,-73.98,-36.466,-3.229,18.239,27.102
0:02:14,-73.943,-36.279,-2.985,17.992,27.098
0:02:15,-73.955,-36.27,-3.231,17.807,27.045
0:02:16,-73.95,-36.302,-3.158,17.726,27.049
0:02:17,-74.038,-36.443,-3.455,17.476,26.994
0:02:18,-74.037,-36.384,-3.517,17.364,26.963
0:02:19,-74.018,-36.492,-3.634,17.275,26.964
0:02:20,-74.117,-36.862,-4.249,17.016,26.886
0:02:21,-74.168,-36.746,-4.221,16.958,26.856
0:02:22,-74.14,-36.854,-4.327,16.906,26.831
0:02:23,-74.062,-36.862,-4.369,16.787,26.803
0:02:24,-74.052,-37.12,-4.67,16.663,26.778
0:02:25,-74.078,-37.192,-4.723,16.623,26.749
0:02:26,-74.103,-37.032,-4.379,16.554,26.708
0:02:27,-74.093,-37.137,-4.511,16.395,26.652
0:02:28,-74.048,-37.069,-4.336,16.351,26.641
0:02:29,-74.028,-37.4,-4.513,16.226,26.613
0:02:30,-73.974,-37.195,-4.071,16.208,26.625
0:02:31,-74.027,-37.202,-4.363,16.112,26.585
0:02:32,-74.15,-37.58,-5.118,15.869,26.484
0:02:33,-74.126,-37.565,-4.802,15.795,26.466
0:02:34,-74.014,-37.512,-4.383,15.803,26.474
0:02:35,-74.061,-37.573,-4.69,15.664,26.417
0:02:36,-74.132,-37.819,-5.16,15.531,26.377
0:02:37,-74.162,-37.894,-5.277,15.457,26.334
0:02:38,-74.114,-37.758,-5.196,15.336,26.306
0:02:39,-74.169,-37.751,-5.423,15.203,26.255
0:02:40,-74.172,-37.895,-5.654,15.111,26.201
0:02:41,-74.164,-37.851,-5.343,15.014,26.191
0:02:42,-74.134,-37.836,-5.344,14.968,26.181
0:02:43,-74.16,-37.868,-5.495,14.909,26.141
0:02:44,-74.223,-37.993,-5.638,14.801,26.109
0:02:45,-74.188,-37.885,-5.272,14.789,26.11
0:02:46,-74.178,-37.945,-5.504,14.678,26.059
0:02:47,-74.313,-37.911,-5.709,14.565,26.022
0:02:48,-74.336,-38.235,-6.113,14.425,25.985
0:02:49,-74.367,-38.247,-6.124,14.373,25.938
0:02:50,-74.305,-38.042,-5.778,14.235,25.922
0:02:51,-74.355,-38.175,-6.072,14.149,25.874
0:02:52,-74.386,-38.131,-6.022,14.12,25.863
0:02:53,-74.406,-38.555,-6.317,13.943,25.795
0:02:54,-74.365,-38.441,-5.916,13.94,25.811
0:02:55,-74.332,-38.493,-5.703,13.948,25.833
0:02:56,-74.438,-38.666,-6.16,13.751,25.741
0:02:57,-74.486,-38.615,-6.271,13.627,25.685
0:02:58,-74.499,-38.445,-6.156,13.602,25.697
0:02:59,-74.559,-39.018,-6.757,13.355,25.638
0:03:00,-74.554,-39.129,-6.742,13.278,25.607
0:03:01,-74.499,-39.048,-6.324,13.304,25.6
0:03:02,-74.616,-38.898,-6.596,13.153,25.523
0:03:03,-74.657,-38.829,-6.754,13.069,25.507
0:03:04,-74.67,-38.82,-6.799,13.007,25.478
0:03:05,-74.581,-39.101,-6.6,12.95,25.478
0:03:06,-74.636,-38.942,-6.519,12.831,25.444
0:03:07,-74.684,-39.057,-6.8,12.712,25.386
0:03:08,-74.711,-39.18,-6.764,12.582,25.358
0:03:09,-74.708,-39.324,-7.155,12.455,25.3
0:03:10,-74.703,-39.319,-7.181,12.404,25.275
0:03:11,-74.976,-39.406,-7.27,12.258,25.233
0:03:12,-75.863,-39.529,-7.345,12.183,25.189
0:03:13,-76.578,-39.669,-7.345,12.117,25.168
0:03:14,-78.321,-40.188,-7.62,11.905,25.098
0:03:15,-79.309,-40.65,-7.661,11.908,25.097
0:03:16,-79.922,-40.843,-7.588,11.945,25.105
0:03:17,-81.545,-41.621,-7.727,11.977,25.125
0:03:18,-82.564,-41.997,-7.768,11.989,25.133
0:03:19,-83.228,-42.317,-7.714,12.049,25.171
0:03:20,-84.312,-43.272,-8.064,12.058,25.157
0:03:21,-80.724,-43.265,-8.137,12.026,25.136
0:03:22,-75.041,-42.766,-8.19,12.023,25.126
0:03:23,-66.621,-40.534,-7.917,12.035,25.131
0:03:24,-62.54,-39.057,-7.56,12.099,25.176
0:03:25,-59.925,-38.193,-7.377,12.123,25.199
0:03:26,-54.051,-35.446,-6.739,12.124,25.217
0:03:27,-50.792,-33.8,-6.226,12.147,25.227
0:03:28,-48.732,-32.771,-5.868,12.177,25.268
0:03:29,-44.009,-30.131,-5.637,12.036,25.25
0:03:30,-41.356,-28.542,-5.349,11.968,25.22
0:03:31,-39.696,-27.572,-5.283,11.884,25.187
0:03:32,-35.833,-25.187,-4.7,11.824,25.178
0:03:33,-33.645,-23.998,-4.456,11.786,25.179
0:03:34,-32.318,-23.067,-4.197,11.794,25.176
0:03:35,-29.26,-20.869,-3.758,11.688,25.089
0:03:36,-27.538,-19.7,-3.449,11.648,25.075
0:03:37,-26.414,-19.031,-3.265,11.664,25.065
0:03:38,-23.794,-17.213,-2.574,11.699,25.067
0:03:39,-22.366,-16.067,-2.134,11.759,25.064
0:03:40,-21.435,-15.441,-2.034,11.749,25.035
0:03:41,-19.188,-13.849,-1.303,11.808,25.089
0:03:42,-17.967,-12.991,-0.994,11.841,25.101
0:03:43,-17.159,-12.461,-0.883,11.864,25.09
0:03:44,-15.312,-11.182,-0.657,11.884,25.048
0:03:45,-14.246,-10.42,-0.337,11.907,25.071
0:03:46,-13.593,-9.926,-0.123,11.938,25.086
0:03:47,-12.055,-8.798,0.287,12.017,25.055
0:03:48,-11.17,-8.084,0.718,12.081,25.103
0:03:49,-10.605,-7.646,0.903,12.127,25.126
0:03:50,-9.342,-6.782,0.991,12.156,25.056
0:03:51,-8.643,-6.267,1.341,12.249,25.103
0:03:52,-8.179,-5.898,1.709,12.364,25.159
0:03:53,-7.209,-5.1,1.903,12.424,25.131
0:03:54,-6.648,-4.713,2.118,12.531,25.177
0:03:55,-6.286,-4.396,2.242,12.58,25.236
0:03:56,-5.52,-3.79,2.345,12.617,25.173
0:03:57,-5.051,-3.39,2.444,12.701,25.195
0:03:58,-4.8,-3.15,2.505,12.747,25.217
0:03:59,-4.178,-2.645,2.591,12.841,25.249
0:04:00,-3.851,-2.319,2.661,12.846,25.209
0:04:01,-3.671,-2.158,2.715,12.873,25.188
0:04:02,-3.16,-1.639,3.06,12.96,25.234
0:04:03,-2.862,-1.365,3.314,12.994,25.235
0:04:04,-2.691,-1.193,3.345,12.999,25.217
0:04:05,-2.267,-0.792,3.788,13.077,25.259
0:04:06,-2.011,-0.547,3.915,13.098,25.286
0:04:07,-1.843,-0.425,4.099,13.173,25.312
0:04:08,-1.452,-0.161,4.345,13.262,25.343
0:04:09,-1.213,0.022,4.575,13.377,25.4
0:04:10,-1.072,0.139,4.685,13.411,25.415
0:04:11,-0.737,0.434,4.859,13.466,25.415
0:04:12,-0.521,0.577,4.898,13.48,25.414
0:04:13,-0.399,0.683,5.086,13.537,25.452
0:04:14,-0.118,0.914,5.152,13.62,25.431
0:04:15,0.056,1.054,5.408,13.711,25.488
0:04:16,0.135,1.133,5.51,13.745,25.481
0:04:17,0.351,1.342,5.836,13.893,25.507
0:04:18,0.472,1.433,5.772,13.937,25.484
0:04:19,0.548,1.509,6.009,14.031,25.536
0:04:20,0.743,1.668,6.482,14.528,25.668
0:04:21,0.915,1.797,6.973,15.171,25.708
0:04:22,0.972,1.85,6.79,15.205,25.665
0:04:23,1.105,2.006,7.007,15.262,25.646
0:04:24,1.233,2.078,6.901,15.234,25.608
0:04:25,1.291,2.146,7.153,15.234,25.624
0:04:26,1.469,2.298,7.279,15.194,25.618
0:04:27,1.545,2.371,7.25,15.148,25.583
0:04:28,1.681,2.469,7.656,15.205,25.606
0:04:29,1.818,2.591,7.814,15.175,25.595
0:04:30,1.958,2.66,7.719,15.137,25.594
0:04:31,2.023,2.698,7.912,15.16,25.62
0:04:32,2.09,2.771,8.103,15.141,25.607
0:04:33,2.157,2.821,8.365,15.17,25.601
0:04:34,2.18,2.837,8.403,15.163,25.62
0:04:35,2.245,2.891,8.341,15.104,25.581
0:04:36,2.299,2.956,8.38,15.1,25.586
0:04:37,2.315,3.032,8.403,15.093,25.565
0:04:38,2.399,3.328,8.958,15.188,25.581
0:04:39,2.461,3.598,9.269,15.259,25.638
0:04:40,2.634,3.666,9.06,15.23,25.638
0:04:41,2.961,4.147,9.608,15.305,25.66
0:04:42,3.035,4.198,9.254,15.248,25.656
0:04:43,3.077,4.319,9.326,15.212,25.609
0:04:44,3.133,4.411,9.319,15.195,25.633
0:04:45,3.166,4.652,9.558,15.207,25.623
0:04:46,3.174,4.781,9.472,15.178,25.623
0:04:47,3.246,5.165,9.563,15.158,25.59
0:04:48,3.301,5.369,9.656,15.151,25.608
0:04:49,3.339,5.569,10.039,15.223,25.66
0:04:50,3.431,5.822,10.215,15.256,25.668
0:04:51,3.504,5.913,10.213,15.263,25.659
0:04:52,3.52,5.959,10.191,15.275,25.657
0:04:53,3.589,6.209,10.5,15.39,25.686
0:04:54,3.639,6.206,10.361,15.404,25.641
0:04:55,3.643,6.229,10.377,15.453,25.664
0:04:56,3.743,6.411,10.689,15.589,25.666
0:04:57,3.796,6.495,10.744,15.645,25.689
0:04:58,3.868,6.616,11.057,15.717,25.693
0:04:59,4.092,6.796,11.155,15.782,25.653
0:05:00,4.277,6.863,11.011,15.772,25.589
0:05:01,4.33,6.924,10.949,15.743,25.572
0:05:02,4.491,7.091,11.157,15.797,25.588
0:05:03,4.615,7.264,11.417,15.82,25.619
0:05:04,4.649,7.284,11.298,15.784,25.568
0:05:05,4.737,7.539,11.577,15.802,25.618
0:05:06,4.817,7.632,11.598,15.783,25.596
0:05:07,4.84,7.734,11.792,15.828,25.605
0:05:08,5.062,7.922,12.073,15.902,25.676
0:05:09,5.091,7.936,11.866,15.853,25.67
0:05:10,5.111,7.986,11.945,15.914,25.726
0:05:11,5.236,8.164,12.116,15.966,25.691
0:05:12,5.29,8.199,12.078,15.998,25.715
0:05:13,5.34,8.279,12.227,16.044,25.73
0:05:14,5.383,8.365,12.229,16.155,25.739
0:05:15,5.417,8.473,12.427,16.236,25.736
0:05:16,5.46,8.515,12.424,16.27,25.711
0:05:17,5.548,8.697,12.712,16.402,25.711
0:05:18,5.553,8.724,12.579,16.399,25.688
0:05:19,5.55,8.752,12.599,16.423,25.675
0:05:20,5.591,8.785,12.582,16.463,25.663
0:05:21,5.635,8.822,12.628,16.511,25.678
0:05:22,5.696,8.905,12.822,16.56,25.708
0:05:23,5.76,9.02,12.866,16.58,25.671
0:05:24,5.782,9.043,12.828,16.593,25.659
0:05:25,5.809,9.074,12.918,16.623,25.667
0:05:26,5.919,9.211,13.093,16.672,25.665
0:05:27,5.951,9.254,13.115,16.701,25.674
0:05:28,5.981,9.266,13.037,16.675,25.649
0:05:29,6.021,9.382,13.164,16.712,25.652
0:05:30,6.119,9.524,13.586,16.797,25.703
0:05:31,6.229,9.615,13.803,16.857,25.744
0:05:32,6.28,9.658,13.535,16.803,25.715
0:05:33,6.284,9.726,13.549,16.812,25.707
0:05:34,6.304,9.783,13.606,16.812,25.696
0:05:35,6.426,9.905,13.893,16.868,25.724
0:05:36,6.584,10.082,14.325,16.942,25.787
0:05:37,6.645,10.101,14.129,16.89,25.766
0:05:38,6.617,10.051,13.798,16.794,25.727
0:05:39,6.656,10.119,13.902,16.808,25.743
0:05:40,6.69,10.22,14.226,16.886,25.766
0:05:41,6.842,10.272,14.226,16.918,25.792
0:05:42,6.915,10.353,14.489,16.986,25.806
0:05:43,6.99,10.417,14.493,17.013,25.832
0:05:44,7.03,10.467,14.493,17.08,25.838
0:05:45,7.095,10.542,14.619,17.157,25.897
0:05:46,7.133,10.547,14.515,17.139,25.843
0:05:47,7.148,10.587,14.532,17.22,25.857
0:05:48,7.177,10.62,14.541,17.268,25.868
0:05:49,7.219,10.703,14.768,17.339,25.879
0:05:50,7.318,10.855,14.903,17.417,25.848
0:05:51,7.342,10.917,14.971,17.461,25.856
0:05:52,7.369,10.962,14.994,17.492,25.861
0:05:53,7.384,10.933,14.764,17.504,25.806
0:05:54,7.428,10.976,14.863,17.591,25.853
0:05:55,7.493,11.04,14.957,17.625,25.868
0:05:56,7.521,11.211,15.093,17.677,25.82
0:05:57,7.495,11.236,15.079,17.698,25.801
0:05:58,7.549,11.319,15.254,17.748,25.824
0:05:59,7.669,11.477,15.503,17.813,25.813
0:06:00,7.679,11.459,15.368,17.784,25.801
0:06:01,7.725,11.642,15.652,17.837,25.831
0:06:02,7.821,11.633,15.713,17.835,25.84
0:06:03,7.897,11.693,15.766,17.828,25.867
0:06:04,7.912,11.701,15.692,17.807,25.868
0:06:05,7.993,11.818,15.887,17.877,25.895
0:06:06,7.998,11.853,15.888,17.917,25.903
0:06:07,8.047,11.831,15.885,17.948,25.919
0:06:08,8.098,11.864,15.861,18.035,25.954
0:06:09,8.125,11.871,15.896,18.103,25.936
0:06:10,8.164,11.954,16.023,18.182,25.996
0:06:11,7.225,11.818,16.286,18.323,25.99
0:06:12,-2.472,9.206,15.316,18.274,25.969
0:06:13,-11.426,6.666,14.529,18.252,25.959
0:06:14,-37.404,1.194,13.315,18.246,25.948
0:06:15,-48.335,-2.278,12.532,18.237,25.892
0:06:16,-50.666,0.724,12.946,18.326,25.933
0:06:17,-53.876,-0.825,12.403,18.36,25.92
0:06:18,-55.63,-2.997,11.328,18.229,25.84
0:06:19,-56.357,-5.562,10.902,18.226,25.838
0:06:20,-57.37,-8.818,10.569,18.315,25.893
0:06:21,-57.255,-9.417,11.012,18.433,25.943
0:06:22,-57.944,-10.415,10.407,18.382,25.893
0:06:23,-59.308,-14.067,9.392,18.365,25.836
0:06:24,-59.831,-16.778,8.406,18.295,25.818
0:06:25,-60.163,-18.163,7.87,18.241,25.778
0:06:26,-60.427,-20.119,7.848,18.369,25.83
0:06:27,-60.675,-21.145,7.67,18.396,25.847
0:06:28,-60.532,-21.57,7.791,18.478,25.914
0:06:29,-61.415,-23.018,6.783,18.406,25.877
0:06:30,-61.611,-23.183,6.657,18.362,25.855
0:06:31,-61.896,-23.793,6.016,18.307,25.8
0:06:32,-62.512,-24.745,5.284,18.287,25.767
0:06:33,-62.894,-25.316,4.626,18.232,25.711
0:06:34,-63.066,-25.41,4.653,18.27,25.701
0:06:35,-62.982,-26.31,4.463,18.316,25.778
0:06:36,-63.275,-27.248,3.702,18.28,25.751
0:06:37,-63.296,-26.892,4.304,18.351,25.774
0:06:38,-63.781,-28.154,2.851,18.206,25.699
0:06:39,-64.037,-28.06,3.034,18.239,25.718
0:06:40,-64.002,-28.276,2.798,18.199,25.696
0:06:41,-64.316,-28.741,2.226,18.154,25.661
0:06:42,-64.554,-28.9,2.129,18.138,25.626
0:06:43,-64.484,-29.092,1.935,18.087,25.604
0:06:44,-64.497,-29.203,2.565,18.248,25.681
0:06:45,-64.346,-29.357,2.891,18.342,25.743
0:06:46,-64.557,-29.503,2.347,18.287,25.707
0:06:47,-65.116,-30.487,0.94,18.079,25.606
0:06:48,-65.351,-30.88,0.526,18.049,25.57
0:06:49,-65.385,-30.498,1.184,18.15,25.641
0:06:50,-65.411,-30.913,0.677,18.071,25.615
0:06:51,-65.633,-31.491,0.083,18.007,25.584
0:06:52,-65.702,-32.105,-0.14,18.09,25.629
0:06:53,-65.81,-32.416,-0.243,18.108,25.695
0:06:54,-65.997,-32.134,-0.346,18.048,25.654
0:06:55,-65.966,-32.422,-0.718,17.974,25.596
0:06:56,-66.144,-33.161,-1.303,17.911,25.647
0:06:57,-66.205,-33.499,-1.418,17.877,25.621
0:06:58,-66.491,-33.551,-1.744,17.848,25.596
0:06:59,-66.59,-34.168,-1.902,17.825,25.586
0:07:00,-66.34,-33.861,-0.875,17.958,25.632
0:07:01,-66.473,-33.732,-1.334,17.851,25.581
0:07:02,-66.928,-34.302,-2.549,17.654,25.514
0:07:03,-67.034,-34.557,-2.955,17.557,25.495
0:07:04,-67.102,-34.757,-3.159,17.52,25.462
0:07:05,-67.078,-35.03,-3.199,17.468,25.446
0:07:06,-66.947,-34.978,-2.316,17.612,25.539
0:07:07,-67.055,-35.404,-3.045,17.509,25.51
0:07:08,-67.341,-35.858,-3.407,17.482,25.539
0:07:09,-67.433,-36.469,-3.928,17.482,25.575
0:07:10,-67.48,-36.521,-3.57,17.557,25.602
0:07:11,-67.562,-35.968,-3.654,17.371,25.53
0:07:12,-67.572,-36.023,-3.366,17.404,25.546
0:07:13,-67.597,-36.24,-3.989,17.259,25.469
0:07:14,-67.773,-36.798,-4.095,17.3,25.504
0:07:15,-67.693,-36.67,-3.568,17.37,25.575
0:07:16,-67.831,-36.642,-4.263,17.199,25.48
0:07:17,-68.057,-37.017,-4.913,17.062,25.439
0:07:18,-68.001,-37.434,-4.773,17.139,25.552
0:07:19,-68.048,-37.196,-4.685,17.099,25.531
0:07:20,-68.269,-37.965,-5.519,17.021,25.518
0:07:21,-68.296,-37.928,-5.21,17.061,25.53
0:07:22,-68.386,-37.927,-5.487,16.961,25.49
0:07:23,-68.365,-37.972,-5.527,16.879,25.477
0:07:24,-68.435,-38.254,-5.576,16.904,25.541
0:07:25,-68.421,-38.382,-5.621,16.868,25.538
0:07:26,-68.755,-38.523,-6.685,16.555,25.422
0:07:27,-68.856,-38.528,-6.838,16.45,25.371
0:07:28,-68.855,-38.535,-6.971,16.373,25.328
0:07:29,-68.959,-38.573,-7.33,16.206,25.256
0:07:30,-69.008,-38.914,-7.553,16.127,25.216
0:07:31,-68.964,-39.009,-7.591,16.087,25.198
0:07:32,-68.981,-38.923,-6.84,16.194,25.316
0:07:33,-68.917,-39.067,-6.786,16.223,25.348
0:07:34,-68.999,-39.239,-7.12,16.16,25.352
0:07:35,-69.105,-39.58,-7.171,16.173,25.391
0:07:36,-69.091,-39.822,-7.067,16.219,25.495
0:07:37,-69.112,-39.753,-7.223,16.138,25.459
0:07:38,-69.381,-40.182,-8.219,15.85,25.308
0:07:39,-69.382,-39.903,-8.117,15.765,25.266
0:07:40,-69.377,-39.625,-7.926,15.732,25.278
0:07:41,-69.498,-40.182,-6.813,15.481,25.204
0:07:42,-69.564,-40.56,-6.141,15.423,25.207
0:07:43,-69.585,-40.596,-6.364,15.476,25.241
0:07:44,-69.615,-40.084,-7.104,15.446,25.265
0:07:45,-69.656,-40.206,-7.704,15.337,25.229
0:07:46,-69.72,-39.996,-7.851,15.312,25.244
0:07:47,-69.718,-40.352,-8.019,15.204,25.224
0:07:48,-69.643,-40.03,-7.697,15.184,25.258
0:07:49,-69.764,-40.498,-8.316,15.099,25.273
0:07:50,-69.807,-40.55,-8.19,15.038,25.262
0:07:51,-69.873,-40.833,-8.56,14.953,25.235
0:07:52,-69.95,-40.947,-8.829,14.865,25.203
0:07:53,-69.905,-41.112,-8.805,14.82,25.291
0:07:54,-70.044,-41.212,-8.823,14.797,25.316
0:07:55,-70.088,-41.018,-8.567,14.797,25.305
0:07:56,-70.039,-41.487,-8.472,14.821,25.41
0:07:57,-70.053,-41.418,-8.792,14.611,25.301
0:07:58,-70.151,-41.335,-9.339,14.433,25.232
0:07:59,-70.299,-42.276,-10.096,14.344,25.191
0:08:00,-70.242,-42.159,-9.553,14.35,25.197
0:08:01,-70.277,-42.126,-9.762,14.221,25.069
0:08:02,-70.371,-42.289,-9.671,14.269,25.126
0:08:03,-70.363,-42.074,-9.535,14.257,25.123
0:08:04,-70.412,-42.073,-9.576,14.22,25.087
0:08:05,-70.446,-41.993,-9.512,14.118,25.032
0:08:06,-70.449,-42.23,-9.816,14.052,24.998
0:08:07,-70.52,-42.403,-10.357,13.915,24.917
0:08:08,-70.677,-42.389,-10.832,13.69,24.827
0:08:09,-70.713,-42.684,-10.64,13.769,24.88
0:08:10,-70.61,-42.588,-10.23,13.844,24.924
0:08:11,-70.738,-42.628,-10.757,13.652,24.814
0:08:12,-70.786,-42.306,-10.606,13.59,24.816
0:08:13,-70.83,-42.659,-11.316,13.42,24.736
0:08:14,-70.902,-42.698,-11.441,13.317,24.675
0:08:15,-70.921,-42.792,-11.332,13.315,24.669
0:08:16,-70.884,-42.701,-11.003,13.371,24.743
