"","Channel 1 Last (C)","Channel 3 Last (C)","Channel 4 Last (C)","Channel 5 Last (C)","Channel 6 Last (C)"
"00:06:53","-77.861","-41.347","-13.857","14.043","21.431"
"00:06:54","-78.219","-41.562","-13.919","14.169","21.434"
"00:06:55","-78.376","-41.730","-14.309","14.240","21.549"
"00:06:56","-78.447","-41.841","-14.737","14.028","21.508"
"00:06:57","-78.277","-42.055","-15.625","13.712","21.431"
"00:06:58","-78.362","-42.228","-16.208","13.578","21.431"
"00:06:59","-78.671","-42.311","-15.926","13.705","21.427"
"00:07:00","-78.519","-42.331","-15.907","13.697","21.435"
"00:07:01","-78.425","-42.376","-15.648","13.672","21.347"
"00:07:02","-78.827","-42.487","-15.853","13.720","21.420"
"00:07:03","-78.894","-42.643","-16.281","13.497","21.303"
"00:07:04","-79.019","-42.837","-16.883","13.456","21.413"
"00:07:05","-78.890","-42.927","-17.590","13.152","21.295"
"00:07:06","-78.832","-43.010","-17.756","13.122","21.354"
"00:07:07","-78.813","-42.968","-17.080","13.100","21.207"
"00:07:08","-79.100","-42.993","-16.717","13.300","21.321"
"00:07:09","-79.077","-43.162","-17.211","13.133","21.251"
"00:07:10","-79.404","-43.248","-17.203","13.085","21.281"
"00:07:11","-79.409","-43.380","-17.856","12.880","21.214"
"00:07:12","-79.440","-43.520","-18.570","12.773","21.237"
"00:07:13","-79.475","-43.573","-18.296","12.825","21.351"
"00:07:14","-79.381","-43.664","-18.751","12.587","21.244"
"00:07:15","-79.444","-43.791","-19.017","12.502","21.174"
"00:07:16","-79.695","-43.923","-19.338","12.539","21.178"
"00:07:17","-79.780","-44.067","-20.238","12.271","21.160"
"00:07:18","-79.712","-44.092","-20.274","12.093","21.009"
"00:07:19","-79.847","-44.088","-19.905","12.238","21.101"
"00:07:20","-79.959","-44.178","-20.104","12.212","21.141"
"00:07:21","-79.815","-44.211","-20.183","12.019","21.108"
"00:07:22","-79.954","-44.297","-20.376","11.874","21.068"
"00:07:23","-80.040","-44.396","-20.636","11.792","21.061"
"00:07:24","-80.058","-44.532","-20.877","11.636","20.950"
"00:07:25","-80.022","-44.474","-20.510","11.636","20.980"
"00:07:26","-80.151","-44.594","-20.912","11.506","20.869"
"00:07:27","-80.243","-44.688","-21.299","11.540","20.954"
"00:07:28","-80.331","-44.804","-21.673","11.298","20.843"
"00:07:29","-80.298","-44.816","-21.491","11.354","20.851"
"00:07:30","-80.441","-44.890","-21.685","11.157","20.822"
"00:07:31","-80.483","-45.013","-22.276","11.020","20.862"
"00:07:32","-80.492","-45.137","-22.635","10.916","20.789"
"00:07:33","-80.584","-45.062","-22.102","10.934","20.822"
"00:07:34","-80.611","-45.194","-22.386","10.868","20.862"
"00:07:35","-80.538","-45.272","-22.859","10.682","20.778"
"00:07:36","-80.759","-45.342","-23.072","10.667","20.745"
"00:07:37","-80.782","-45.548","-24.377","10.221","20.645"
